dates,AMEALCO_DE_BONFIL,PINAL_DE_AMOLES,ARROYO_SECO,CADEREYTA_DE_MONTES,COLON,CORREGIDORA,EZEQUIEL_MONTES,HUIMILPAN,JALPAN_DE_SERRA,LANDA_DE_MATAMOROS,EL_MARQUES,PEDRO_ESCOBEDO,PENAMILLER,QUERETARO,SAN_JOAQUIN,SAN_JUAN_DEL_RIO,TEQUISQUIAPAN,TOLIMAN
25/06/2020,0,0,0,1,0,0,0,1,0,0,0,0,1,0,11,0,1,0
26/06/2020,0,0,0,0,0,0,0,0,0,0,0,1,2,0,10,0,1,0
27/06/2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
28/06/2020,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0
29/06/2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,1,0
30/06/2020,0,0,0,0,0,1,1,0,0,0,0,3,1,0,13,0,3,0
01/07/2020,0,0,0,0,0,1,1,1,0,1,0,1,1,0,11,0,3,1
02/07/2020,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17,0,1,0
03/07/2020,0,0,0,0,0,0,1,0,0,0,0,3,0,0,9,0,0,1
04/07/2020,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0
05/07/2020,0,0,0,0,1,0,1,1,0,0,0,2,0,0,14,0,1,1
06/07/2020,0,0,0,0,0,2,1,1,0,1,0,1,3,0,2,0,3,0
07/07/2020,0,0,0,0,1,0,2,0,0,0,0,1,1,0,14,0,4,1
08/07/2020,0,0,0,0,0,0,0,0,0,1,0,1,0,0,14,0,0,0
09/07/2020,0,0,0,0,1,1,1,0,0,0,0,0,0,0,13,0,3,0
10/07/2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0
11/07/2020,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,0,4,0
12/07/2020,0,0,0,0,0,0,0,1,0,0,0,1,1,0,10,0,3,1
13/07/2020,0,0,0,0,0,0,2,0,0,0,1,2,0,0,18,0,3,0
14/07/2020,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,0,1,0
15/07/2020,1,1,0,0,1,0,2,0,0,0,0,1,1,0,16,0,3,1
16/07/2020,0,0,0,0,0,1,2,0,0,1,0,2,0,0,12,0,1,0
17/07/2020,0,0,0,0,1,1,3,0,0,0,0,3,0,0,12,0,5,0
18/07/2020,0,0,0,0,0,0,0,1,0,0,0,3,1,0,9,0,1,1
19/07/2020,0,0,0,0,0,0,1,0,0,0,0,3,0,0,12,0,1,0
20/07/2020,0,0,0,0,1,0,0,0,0,0,0,2,0,0,15,0,3,0
21/07/2020,0,0,0,0,0,0,3,1,0,0,0,2,1,0,11,0,4,3
22/07/2020,0,0,0,0,2,0,0,1,0,0,0,0,3,0,10,0,3,0
23/07/2020,0,0,0,0,1,0,1,1,0,0,0,1,1,0,12,1,1,1
24/07/2020,0,0,0,0,0,0,2,0,0,0,0,2,0,0,14,0,1,0
25/07/2020,0,0,0,0,1,0,1,1,0,0,0,2,0,0,15,0,3,1
26/07/2020,0,0,0,0,2,0,2,0,0,0,0,0,2,0,9,0,3,0
27/07/2020,0,0,0,0,0,0,1,1,0,0,0,3,1,0,25,0,3,0
28/07/2020,0,0,0,0,0,0,2,1,0,0,0,3,1,0,13,0,3,0
29/07/2020,0,0,0,0,1,0,0,0,0,0,0,1,2,0,18,0,1,0
30/07/2020,0,0,0,0,0,1,0,2,0,0,0,0,0,0,13,0,3,0
31/07/2020,0,0,0,0,0,0,1,1,0,0,0,1,0,0,8,0,6,0
01/08/2020,0,0,0,0,2,0,1,1,0,0,1,2,0,0,8,0,0,0
02/08/2020,1,1,1,0,0,0,1,3,0,0,0,2,3,0,6,0,0,1
03/08/2020,0,0,0,0,1,0,0,1,0,0,0,2,2,0,24,0,5,0
04/08/2020,0,0,0,0,1,1,1,1,0,0,0,1,0,0,17,0,0,0
05/08/2020,0,0,1,0,0,0,1,0,0,1,0,0,1,0,14,0,1,0
06/08/2020,0,0,0,0,0,1,3,0,1,0,0,3,1,0,13,0,1,1
07/08/2020,1,1,1,0,1,0,1,0,0,0,0,2,1,1,15,0,2,1
08/08/2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,1,0
09/08/2020,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,1
10/08/2020,0,0,0,0,2,0,1,1,0,1,0,1,1,1,23,0,5,1
11/08/2020,0,0,0,0,0,0,0,0,1,0,0,1,0,1,21,0,3,0
12/08/2020,1,1,0,0,0,0,0,0,1,0,0,1,0,0,10,0,2,1
13/08/2020,0,0,0,0,1,0,2,0,0,0,0,1,2,0,11,0,2,1
14/08/2020,0,0,0,0,0,0,2,0,0,0,0,1,0,0,15,0,6,0
15/08/2020,1,1,0,0,1,0,3,0,0,0,0,2,0,0,9,0,5,1
16/08/2020,0,0,1,0,1,1,1,0,0,0,0,2,2,0,13,0,1,1
17/08/2020,0,0,0,0,0,2,1,0,0,0,0,1,1,0,29,0,3,0
18/08/2020,0,0,0,0,0,0,3,1,0,0,0,4,0,0,16,0,1,0
19/08/2020,0,0,2,0,1,1,1,0,0,0,0,0,1,0,19,0,3,1
20/08/2020,0,0,0,0,1,0,0,1,0,1,0,3,0,0,14,0,5,1
21/08/2020,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,0,3,0
22/08/2020,0,0,0,0,1,1,1,0,0,0,0,1,0,0,6,0,3,0
23/08/2020,1,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0
24/08/2020,0,0,0,0,1,0,0,1,0,0,0,3,1,0,25,0,3,1
25/08/2020,1,1,0,0,2,1,1,0,0,0,0,1,2,0,20,0,3,0
26/08/2020,0,0,0,0,0,0,2,1,0,0,0,4,0,0,19,0,3,0
27/08/2020,0,0,0,0,0,1,0,1,0,0,0,1,3,0,17,0,3,0
28/08/2020,0,0,1,0,0,1,3,0,0,0,0,1,0,0,18,0,0,0
29/08/2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,5,0
30/08/2020,0,0,0,0,1,0,2,0,0,0,0,3,0,0,12,0,1,0
31/08/2020,0,0,0,0,0,0,1,0,0,0,0,2,0,0,23,0,3,0
01/09/2020,0,0,0,0,2,1,3,0,0,0,0,0,0,0,19,0,5,0
02/09/2020,0,0,2,0,0,0,1,0,0,0,0,1,0,0,19,0,4,0
03/09/2020,0,0,0,0,1,0,2,0,0,0,0,1,2,0,12,0,4,1
04/09/2020,0,0,1,0,1,0,2,0,0,0,0,1,0,0,16,0,2,1
05/09/2020,0,0,0,0,0,1,2,0,0,0,0,1,0,0,12,0,4,0
06/09/2020,0,0,0,0,1,0,1,0,0,0,0,2,0,0,9,0,3,0
07/09/2020,0,0,0,0,0,0,2,0,1,0,0,0,0,0,17,0,3,0
08/09/2020,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0,5,0
09/09/2020,0,0,0,0,0,0,1,0,0,0,0,1,2,0,18,0,4,0
10/09/2020,1,1,0,0,0,0,0,0,0,1,0,2,1,0,8,0,1,0
11/09/2020,0,0,0,0,0,0,2,0,0,0,0,3,1,0,20,0,2,0
12/09/2020,0,0,0,0,0,2,1,0,0,0,0,2,0,0,10,0,3,0
13/09/2020,0,0,0,0,0,1,2,0,0,0,0,2,0,0,10,0,2,0
14/09/2020,1,1,0,0,0,0,0,0,0,0,0,1,0,0,15,0,2,0
15/09/2020,0,0,0,0,0,0,2,0,0,0,1,0,1,0,8,0,4,1
16/09/2020,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,1,0
17/09/2020,0,0,0,0,0,0,0,0,0,0,0,2,1,0,12,0,6,0
18/09/2020,0,0,0,0,0,0,2,0,0,0,0,1,0,0,13,0,2,0
19/09/2020,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,3,0
20/09/2020,0,0,0,0,0,0,1,1,0,0,0,0,1,0,11,0,2,0
21/09/2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,2,0
22/09/2020,2,2,0,0,0,0,2,1,0,0,1,1,0,0,14,0,1,0
23/09/2020,0,0,0,0,1,1,2,0,0,0,0,2,0,0,8,0,1,0
24/09/2020,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0
25/09/2020,0,0,0,0,0,1,1,0,0,0,0,2,1,0,13,0,1,0
26/09/2020,0,0,0,0,1,1,0,0,0,1,0,1,0,0,6,0,3,0
27/09/2020,0,0,0,0,0,0,2,1,0,0,0,1,0,0,8,0,4,0
28/09/2020,0,0,0,0,2,0,2,0,0,0,0,1,0,0,7,0,2,0
29/09/2020,1,1,0,0,0,0,0,0,0,0,0,1,2,0,10,0,3,0
30/09/2020,0,0,0,0,1,0,0,1,0,0,0,1,1,0,11,0,1,0
01/10/2020,0,0,0,0,0,0,1,2,0,0,0,0,0,0,14,0,2,1
02/10/2020,1,1,0,0,0,0,4,0,0,0,0,1,2,0,11,0,0,0
03/10/2020,0,0,0,0,0,1,1,0,0,0,0,4,1,0,11,0,2,0
04/10/2020,1,1,0,0,0,0,2,2,0,3,0,2,1,0,9,0,0,0
05/10/2020,1,1,0,0,0,0,1,1,0,0,0,0,2,0,7,0,3,0
06/10/2020,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,0,2,0
07/10/2020,0,0,0,0,0,0,3,0,0,0,0,0,1,0,14,0,0,0
08/10/2020,0,0,0,0,1,0,2,0,0,0,0,1,0,0,11,0,2,0
09/10/2020,1,1,0,0,0,0,1,0,0,1,0,3,2,0,11,0,3,0
10/10/2020,0,0,0,0,0,0,2,0,0,0,0,1,0,0,9,0,0,0
11/10/2020,1,1,0,0,1,0,3,0,0,0,0,1,0,1,7,0,1,0
12/10/2020,0,0,0,0,1,0,2,0,0,0,0,1,0,0,21,0,3,0
13/10/2020,0,0,0,0,0,0,1,0,1,0,0,0,1,0,16,0,1,0
14/10/2020,0,0,0,0,0,0,2,0,0,0,0,0,1,0,11,0,2,0
15/10/2020,1,1,0,0,0,0,4,0,1,0,0,1,1,0,17,0,5,0
16/10/2020,0,0,1,0,0,1,0,0,0,0,0,2,1,0,19,0,1,0
17/10/2020,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,3,0
18/10/2020,0,0,0,0,0,0,0,0,1,0,0,2,1,0,14,0,1,0
19/10/2020,0,0,0,0,0,0,4,0,1,1,0,1,1,0,30,0,2,0
20/10/2020,1,1,0,0,1,0,2,0,0,0,0,3,0,0,17,0,6,0
21/10/2020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0,2,0
22/10/2020,0,0,0,1,1,0,2,1,0,0,0,0,0,0,24,0,3,0
23/10/2020,0,0,0,0,0,0,1,0,2,0,0,0,0,0,14,0,1,0
24/10/2020,0,0,0,0,1,0,1,0,0,0,0,4,2,0,11,0,2,0
25/10/2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,1
26/10/2020,0,0,0,0,1,0,1,0,0,0,0,2,0,0,21,0,2,0
27/10/2020,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,1,0
28/10/2020,0,0,0,0,0,1,1,0,0,0,0,1,0,1,19,0,1,0
29/10/2020,0,0,0,0,1,0,0,0,0,0,0,3,1,0,8,0,4,0
30/10/2020,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23,0,1,0
31/10/2020,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18,0,0,0
01/11/2020,0,0,0,0,0,1,1,0,0,0,0,1,0,0,11,0,1,0
02/11/2020,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,0,1,0
03/11/2020,0,0,0,0,0,1,2,0,0,0,0,3,0,0,22,0,1,2
04/11/2020,0,0,0,0,0,0,1,0,0,0,0,1,1,0,23,0,0,0
05/11/2020,0,0,0,0,1,0,0,1,0,0,0,0,1,0,17,0,2,0
06/11/2020,0,0,0,0,1,0,0,0,1,0,0,3,1,0,21,0,1,0
07/11/2020,1,1,0,0,0,1,1,1,0,0,0,0,0,0,8,0,5,1
08/11/2020,0,0,0,0,0,2,1,0,0,0,1,6,1,0,20,0,6,0
09/11/2020,0,0,0,0,2,1,0,0,1,0,0,2,2,0,28,0,7,0
10/11/2020,0,0,0,0,0,0,1,0,0,0,0,0,2,0,18,0,4,1
11/11/2020,0,0,0,0,1,0,1,0,0,0,0,3,0,0,34,0,5,2
12/11/2020,0,0,0,0,0,1,1,0,0,0,0,1,0,0,20,0,5,0
13/11/2020,0,0,0,0,1,0,0,0,0,0,0,3,0,0,13,0,2,0
14/11/2020,0,0,0,0,2,0,1,0,0,0,0,2,2,0,10,0,2,0
15/11/2020,0,0,0,0,0,0,2,1,0,0,0,2,0,0,24,0,3,0
16/11/2020,0,0,0,0,1,0,3,0,0,0,0,1,0,0,20,0,1,0
17/11/2020,0,0,0,0,1,0,1,0,0,0,0,1,0,0,25,0,1,0
18/11/2020,0,0,0,0,1,1,1,1,0,0,0,0,0,0,23,0,4,0
19/11/2020,0,0,0,1,1,0,2,0,0,0,0,0,0,0,25,0,5,0
20/11/2020,0,0,0,0,0,0,0,0,0,0,0,3,2,0,20,1,1,0
21/11/2020,0,0,0,0,0,0,2,0,0,0,0,3,0,0,16,0,1,0
22/11/2020,0,0,0,0,0,0,3,0,0,0,0,3,0,0,29,0,2,0
23/11/2020,1,1,0,0,0,1,5,0,0,0,0,2,1,0,26,0,9,0
24/11/2020,0,0,0,0,0,0,1,0,0,0,0,1,1,0,29,0,7,1
25/11/2020,0,0,0,0,0,0,2,0,0,0,0,1,0,0,27,0,1,0
26/11/2020,1,1,1,0,0,3,2,0,0,0,1,0,0,0,28,0,1,0
27/11/2020,0,0,0,0,0,0,5,0,1,0,0,3,0,0,22,0,1,0
28/11/2020,0,0,0,0,0,0,2,0,0,0,0,0,1,0,16,1,2,0
29/11/2020,0,0,0,0,2,1,1,0,1,0,0,3,2,0,14,0,2,0
30/11/2020,0,0,0,0,1,0,1,0,0,0,0,3,1,0,26,0,3,2
01/12/2020,0,0,0,0,0,0,1,0,0,0,0,2,1,0,30,0,1,1
02/12/2020,0,0,0,0,0,0,2,1,0,0,0,2,0,0,31,1,3,0
03/12/2020,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24,0,5,0
04/12/2020,0,0,0,0,0,0,2,0,0,0,0,0,1,0,22,0,3,0
05/12/2020,0,0,0,0,1,0,2,0,0,0,1,1,0,0,28,0,2,0
06/12/2020,0,0,0,0,0,0,1,0,0,0,0,3,3,0,28,0,3,0
07/12/2020,0,0,1,0,0,0,1,1,0,0,0,1,0,0,23,0,4,1
08/12/2020,0,0,0,0,0,0,1,0,0,0,0,2,0,0,32,0,5,0
09/12/2020,0,0,0,1,0,0,4,0,0,0,0,2,1,0,37,0,5,1
10/12/2020,0,0,0,0,1,0,2,0,1,1,0,1,1,0,27,0,2,2
11/12/2020,0,0,0,0,0,0,3,0,0,0,0,3,1,0,23,0,8,0
12/12/2020,0,0,0,0,0,0,3,0,0,0,0,2,1,0,27,0,2,0
13/12/2020,0,0,0,0,0,1,0,2,1,0,0,0,2,1,23,0,0,1
14/12/2020,0,0,0,0,0,1,2,1,0,0,0,2,1,0,31,0,2,0
15/12/2020,1,1,0,0,1,0,4,0,0,0,0,1,1,0,27,0,5,1
16/12/2020,2,2,0,0,0,0,0,0,0,0,0,1,2,0,31,0,5,1
17/12/2020,1,1,0,0,0,0,2,0,0,0,0,0,0,0,25,0,4,1
18/12/2020,0,0,0,0,1,0,1,0,0,0,0,1,1,0,29,0,10,0
19/12/2020,1,1,0,0,0,0,1,0,0,0,0,0,1,0,24,0,4,0
20/12/2020,0,0,1,0,0,0,0,0,0,0,0,1,0,0,23,0,1,1
21/12/2020,0,0,0,0,0,0,3,1,1,0,1,3,1,0,32,0,5,0
22/12/2020,1,1,0,0,0,1,0,0,0,2,0,1,1,0,20,0,2,1
23/12/2020,0,0,0,0,0,0,1,1,0,0,0,3,0,0,28,0,2,1
24/12/2020,0,0,0,0,0,0,0,0,0,0,0,2,1,0,18,0,0,0
25/12/2020,0,0,0,0,2,1,0,0,0,0,0,0,0,0,19,0,3,0
26/12/2020,0,0,0,0,1,0,2,0,0,0,0,5,2,0,25,0,3,0
27/12/2020,0,0,0,0,0,0,3,1,0,0,0,6,3,0,21,0,11,2
28/12/2020,0,0,0,0,0,0,3,0,1,0,0,2,0,0,38,0,4,1
29/12/2020,0,0,0,0,1,0,2,0,0,0,0,2,0,1,28,0,8,1
30/12/2020,0,0,0,0,1,0,0,1,1,0,0,2,0,0,29,0,2,1
31/12/2020,1,1,0,0,0,0,1,0,0,0,0,4,0,1,19,0,7,0
01/01/2021,1,1,0,0,0,1,0,0,0,0,0,4,1,0,35,0,3,1
02/01/2021,0,0,1,0,0,0,3,1,0,0,0,1,0,0,25,0,11,1
03/01/2021,0,0,0,0,3,0,0,1,0,0,0,3,0,0,25,0,9,0
04/01/2021,0,0,0,0,0,0,4,0,0,0,0,1,5,0,44,0,7,1
05/01/2021,0,0,0,0,2,2,0,0,0,0,0,2,0,0,47,0,4,1
06/01/2021,0,0,0,0,1,0,2,1,0,0,0,2,3,0,51,1,5,1
07/01/2021,3,3,0,0,0,0,2,2,0,0,0,2,2,0,39,0,1,0
08/01/2021,0,0,0,1,0,0,2,0,0,1,0,1,3,0,42,0,5,1
09/01/2021,0,0,0,0,0,0,1,1,0,0,0,4,0,0,26,0,4,0
10/01/2021,0,0,1,0,0,1,2,1,0,0,0,2,3,1,39,0,8,1
11/01/2021,0,0,0,0,1,1,0,2,0,1,0,4,1,0,39,1,7,1
12/01/2021,1,1,0,0,1,0,3,0,0,0,0,0,3,0,45,0,5,0
13/01/2021,0,0,0,0,0,0,0,0,1,0,0,3,1,0,34,0,8,2
14/01/2021,0,0,0,0,3,1,7,1,0,0,0,2,1,0,45,0,7,2
15/01/2021,0,0,0,0,0,0,3,0,0,0,0,6,0,0,38,0,9,1
16/01/2021,0,0,0,0,0,0,5,3,4,0,0,6,1,0,34,0,4,0
17/01/2021,0,0,0,0,0,0,3,1,0,1,0,4,0,0,32,0,5,1
18/01/2021,2,2,0,0,1,1,1,1,0,0,1,4,3,0,42,0,10,3
19/01/2021,0,0,0,0,1,0,2,0,0,0,1,3,1,0,47,0,6,1
20/01/2021,1,1,1,0,1,0,2,1,1,0,0,1,4,0,47,0,9,2
21/01/2021,0,0,0,0,1,0,0,0,0,0,0,3,4,0,36,0,10,3
22/01/2021,1,1,0,0,0,0,3,0,0,1,0,3,0,0,52,0,10,0
23/01/2021,0,0,0,0,0,0,4,1,1,0,0,6,0,0,43,0,13,0
24/01/2021,0,0,0,0,3,1,3,1,0,0,0,2,0,1,22,0,11,0
25/01/2021,2,2,0,0,0,3,2,0,1,1,0,2,1,0,55,0,6,0
26/01/2021,0,0,0,0,0,0,1,0,0,0,0,1,0,0,31,0,6,2
27/01/2021,0,0,0,0,1,1,2,1,0,0,0,3,0,0,37,0,9,1
28/01/2021,0,0,0,0,0,0,0,2,0,0,0,3,1,0,38,0,9,2
29/01/2021,1,1,0,0,0,0,1,1,0,1,0,3,2,1,32,1,1,1
30/01/2021,0,0,0,0,3,0,2,0,0,0,0,4,2,1,20,0,10,1
31/01/2021,2,2,0,0,2,0,1,0,0,0,0,4,0,0,21,0,3,3
